title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor
Night at the Museum	2006	PG	7	108	Adventure; Comedy; Family	Shawn Levy	Ben Stiller; Carla Gugino; Dick Van Dyke; Mickey Rooney	In New York unemployed and divorced Larry Daley is a complete loser His son Nick is very disappointed with his father who is going to be evicted Larry accepts the job of night watchman in the Museum of Natural History and takes the place of three old security guards that have just retired in order to raise some money and pay his bills On his first shift Larry soon realizes that everything at the museum is not as it seems as the statues begin to come to life after the sun sets The Museum transforms into complete chaos with the inexperienced Larry in charge as he learns that an old Egyptian stone that came to the Museum in 1950 brings these statues to life until dawn When Larry brings his son to spend a night with him the three old guards break into the Museum to try to steal the magical stone Larry organizes all the historic characters to help him stop the criminals and save the museum	English; Italian; Hebrew	USA; UK	2 wins & 8 nominations	6.4	43	48	249300000	20th Century Fox	22-Dec-06	2006	12	54182	9	150	11	110000000	250863268	Fox
Passengers	2016	PG-13	13	116	Drama; Sci-Fi; Thriller	Morten Tyldum	Jennifer Lawrence; Chris Pratt; Michael Sheen; Laurence Fishburne	The spaceship Starship Avalon in its 120-year voyage to a distant colony planet known as the Homestead Colony and transporting 5258 people has a malfunction in one of its sleep chambers As a result one hibernation pod opens prematurely and the one person that awakes Jim Preston (Chris Pratt) is stranded on the spaceship still 90 years from his destination	English	USA	Nominated for 2 Oscars Another 1 win & 9 nominations	7	31	41	100014092	Columbia Pictures	21-Dec-16	2016	12	27571246	18040	125080	5844	110000000	292437	Sony / Columbia
Real Steel	2011	PG-13	13	127	Action; Drama; Family	Shawn Levy	Hugh Jackman; Dakota Goyo; Evangeline Lilly; Anthony Mackie	In the near future when people become uninterested in boxing and similar sports a new sport is created - Robot boxing wherein robots battle each other while being controlled by someone Charlie Kenton a former boxer whos trying to make it in the new sport not only doesnt do well he is very deeply in the red When he learns that his ex mother of his son Max dies he goes to figure out what to do with him His exs sister wants to take him in but Charlie has first say in the matter Charlie asks her husband for money so he can buy a new Robot in exchange for turning Max over to them He takes Max for the summer And Max improves his control of his robot But when the robot is destroyed they go to a scrap yard to get parts Max finds an old generation robot named Atom and restores him Max wants Atom to fight but Charlie tells him he wont last a round However Atom wins And it isnt long before Atom is getting major bouts Max gets Charlie to teach Atom how to fight and the father and son bond strenghtens	English; Ukrainian	USA; India	Nominated for 1 Oscar Another 2 wins & 5 nominations	7.1	59	56	85463309	Walt Disney Pictures	7-Oct-11	2011	10	44047	3	31	2	110000000	85468508	Buena Vista
Ghost in the Shell	2017	PG-13	13	107	Action; Crime; Drama	Rupert Sanders	Scarlett Johansson; Pilou Asbæk; Takeshi Kitano; Juliette Binoche	In the near future Major Motoko Kusanagi (Scarlett Johansson) is the first of her kind: A human saved from a terrible terrorist attack who is cyber-enhanced to be a perfect soldier devoted to stopping the worlds most dangerous criminals When terrorism reaches a new level that includes the ability to hack into peoples minds and control them Major Kusanagi is uniquely qualified to stop it As she prepares to face a new enemy Major Kusanagi discovers that she has been lied to: her life was not saved it was stolen She will stop at nothing to recover her past find out who did this to her and stop them before they do it to others	English; Japanese	UK; China; India; Hong Kong; USA	2 wins & 4 nominations	6.4	45	52	40533014	Paramount Pictures	31-Mar-17	2017	3	2460218	1563	5021	2331	110000000	515905	Palm
Ferdinand	2017	PG	7	108	Animation; Adventure; Comedy	Carlos Saldanha	Jack Gore; Jet Jurgensmeyer; Nile Diaz; Colin H. Murphy	Ferdinand is a a giant bull with a big heart he is mistaken for a dangerous beast and is captured and torn from his home and family Determined to return to his family he rallies a misfit team for the ultimate adventure Set in Spain Ferdinand proves you cant judge a bull by its cover	English	USA	Nominated for 1 Oscar Another 1 win & 15 nominations	6.7	71	58	70466891	Blue Sky Studio/20th Century Fox	15-Dec-17	2017	12	5880687	854	8760	976	111000000	83170864	Fox
Elysium	2013	R	17	109	Action; Drama; Sci-Fi	Neill Blomkamp	Matt Damon; Jodie Foster; Sharlto Copley; Alice Braga	In the year 2154 two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium and the rest who live on an overpopulated ruined Earth Secretary Delacourt a government official will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium That doesnt stop the people of Earth from trying to get in by any means they can When unlucky Max is backed into a corner he agrees to take on a daunting mission that if successful will not only save his life but could bring equality to these polarized worlds	English; Spanish; French; Afrikaans; Ukrainian	USA	1 win & 10 nominations	6.6	67	61	90800000	TriStar Pictures	9-Aug-13	2013	8	9674404	6381	22439	1124	115000000	93050117	TriStar
Speed Racer	2008	PG	7	135	Action; Family; Sci-Fi	Lana Wachowski; Lilly Wachowski	Emile Hirsch; Nicholas Elia; Susan Sarandon; Melissa Holroyd	The story begins with Speed Racer who is a young man with natural racing instincts whose goal is to win The Crucible a cross-country car racing rally that took the life of his older brother Rex Racer Speed is loyal to the family business run by his parents Pops and Mom Pops designed Speeds car the Mach 5 The owner of Royalton Industries makes Speed a lucrative offer Speed rejects the offer angering the owner Speed also uncovers a secret that top corporate interests including Royalton are fixing races and cheating to gain profit With the offer to Speed denied Royalton wants to ensure that Speed will not win races Speed finds support from his parents and his girlfriend Trixie and enters The Crucible in a partnership with his one-time rival Racer X seeking to rescue his familys business and the racing sport itself	English	USA; Australia; Germany	13 nominations	6	40	37	43929341	Warner Bros. Pictures	9-May-08	2008	5	88036	29	106	7	120000000	43945766	Warner Bros.
How Do You Know	2010	PG-13	13	121	Comedy; Drama; Romance	James L. Brooks	Reese Witherspoon; Paul Rudd; Owen Wilson; Jack Nicholson	Star softball player Lisa has just been cut from the national team Scholarly business man George has just been indicted from his fathers company With everything that they know in their lives taken from them Lisa and George attempt to find romance Lisas potential boyfriend Matty however is as clueless and perpetually single as they come and Georges girlfriend just dumped him A chance hook-up through mutual friends Lisa and George may be able to form a friendship or more that can help them climb out of the piles of lemons that life has handed to them	English	USA	2 nominations	5.4	32	46	30212620	Columbia Pictures	17-Dec-10	2010	12	2062734	81	5603	168	120000000	30212620	Sony / Columbia
The Green Hornet	2011	PG-13	13	119	Action; Comedy; Crime	Michel Gondry	Seth Rogen; Jay Chou; Cameron Diaz; Tom Wilkinson	Playboy Britt Reid (Seth Rogen) becomes the new publisher of Los Angeles The Daily Sentinel after the sudden death of his father Britts party life is about to change when he and his driver and kung fu expert Kato (Jay Chou) stop a robbery With the help of Kato Britt starts a new career of fighting crime as the masked superhero The Green Hornet	English; Mandarin	USA	4 wins & 7 nominations	5.8	43	39	98000000	Sony Pictures	14-Jan-11	2011	1	2351898	1486	2848	266	120000000	98780042	Sony / Columbia
Oblivion	2013	PG-13	13	124	Action; Adventure; Mystery	Joseph Kosinski	Tom Cruise; Morgan Freeman; Olga Kurylenko; Andrea Riseborough	One of the few remaining drone repairmen assigned to Earth its surface devastated after decades of war with the alien Scavs discovers a crashed spacecraft with contents that bring into question everything he believed about the war and may even put the fate of mankind in his hands	English	USA	14 nominations	7	52	54	89021735	Universal Pictures	19-Apr-13	2013	4	268332	48	403	32	120000000	89107235	Universal
Jason Bourne	2016	PG-13	13	123	Action; Thriller	Paul Greengrass	Matt Damon; Tommy Lee Jones; Alicia Vikander; Vincent Cassel	Jason Bourne is again being hunted by the CIA It begins when Nicky Parson a former CIA operative who helped Bourne who went under and now works with a man whos a whistle blower and is out to expose the CIAs black ops Nicky hacks into the CIA and downloads everything on all their Black Ops including Treadstone which Bourne was a part of And Heather Lee a CIA agent discovers the hack and brings it to the attention of CIA Director Dewey the man behind the Black Ops He orders Parsons be found and hopefully Bourne too	English; Greek; German; Japanese	UK; China; USA	3 wins & 20 nominations	6.6	55	58	162162120	Universal	29-Jul-16	2016	7	14688350	6788	49979	2248	120000000	162434410	Universal
Geostorm	2017	PG-13	13	109	Action; Sci-Fi; Thriller	Dean Devlin	Gerard Butler; Jim Sturgess; Abbie Cornish; Alexandra Maria Lara	When catastrophic climate change endangers Earths very survival world governments unite and create the Dutch Boy Program: a world wide net of satellites surrounding the planet that are armed with geoengineering technologies designed to stave off the natural disasters After successfully protecting the planet for two years something is starting to go wrong Two estranged brothers are tasked with solving the programs malfunction before a world wide Geostorm can engulf the planet	English; Spanish	USA	N/A	5.4	13	21	33681965	Warner Bros. Pictures	20-Oct-17	2017	10	12322661	5504	34790	5351	120000000	33700160	Warner Bros.
Noah	2014	PG-13	13	138	Action; Adventure; Drama	Darren Aronofsky	Russell Crowe; Jennifer Connelly; Ray Winstone; Anthony Hopkins	Noah unquestioningly follows the command of the worlds creator to undertake a momentous mission before an apocalyptic flood cleanses the cursed lands of mankind	English	USA	Nominated for 1 Golden Globe Another 1 win & 18 nominations	5.8	76	68	101160529	Paramount Pictures	28-Mar-14	2014	3	357531	137	1124	88	125000000	101200044	Paramount
Sherlock Holmes: A Game of Shadows	2011	PG-13	13	129	Action; Adventure; Crime	Guy Ritchie	Robert Downey Jr.; Jude Law; Noomi Rapace; Rachel McAdams	Sherlock Holmes (Robert Downey Jr) and his longtime trusted associate Doctor Watson (Jude Law) take on their arch-nemesis Professor Moriarty (Jared Harris) with the help of Holmes older brother Mycroft Holmes (Stephen Fry) and a gypsy named Simza (Noomi Rapace)	English; French; Italian; German; Romany	USA	3 wins & 11 nominations	7.5	59	48	186830669	Warner Bros. Pictures	16-Dec-11	2011	12	2374225	990	6275	142	125000000	186848418	Warner Bros.
Monster Trucks	2016	PG	7	104	Action; Adventure; Comedy	Chris Wedge	Lucas Till; Jane Levy; Thomas Lennon; Barry Pepper	In a small town an oil company is drilling for oil The geologist Dowd informs his boss Tenneson that they detected what could be an ecosystem which could affect their drilling rights But Tenneson tells them to go on and something happens Something came out and Tenneson wants to keep it quiet by keeping what came out on ice In the town somethings been taking the fuel tanks off vehicles leaving a big hole Tripp who lives in the town is frustrated at his life specifically not having a vehicle of his own He works at a scrap yard and hes been working on restoring an old truck One day he thinks he hears something and traps it in the storage pit He calls the Sheriff whos his step-father whom he doesnt like And when he gets there its gone Later he sets a trap for it and sees its a slug like creature who feeds on oil He would bond with it Later a man from the oil company shows up at the yard and asks him about the thing he reported earlier Tripp feigns it was mistaken but the guy doesnt believe him The creature enters the chassis of the truck he was working on and makes it move He then gets in the truck and it goes off on its own and he tries to figure out what to do	English	USA; Canada	2 nominations	5.7	31	41	33243820	Paramount Pictures	13-Jan-17	2017	1	57779	15	120	43	125000000	33370166	Paramount
