title|year|rated|released|runtime|genres|director|actors|plot|languages|country|awards|imdbRating|rottenTomatoesRating|metaCriticRating|metascore|rating|type|boxoffice|production|Title|ReleaseDate|Genre|Rating|common_title|viewCount|favoriteCount|commentCount|likeCount|dislikeCount|movie_name|production_year|movie_odid|production_budget|domestic_box_office|international_box_office|rating|creative_type|source|production_method|genre|sequel|running_time
Storks|2016|PG|Fri Sep 23 2016 00:00:00 GMT-0400 (EDT)|87 min|Animation; Adventure; Comedy|Nicholas Stoller; Doug Sweetland|Andy Samberg; Katie Crown; Kelsey Grammer; Jennifer Aniston|Storks deliver babiesor at least they used to Now they deliver packages for global internet giant Cornerstorecom Junior the companys top delivery stork is about to be promoted when he accidentally activates the Baby Making Machine producing an adorable and wholly unauthorized baby girl Desperate to deliver this bundle of trouble before the boss gets wise Junior and his friend Tulip the only human on Stork Mountain race to make their first-ever baby drop - in a wild and revealing journey that could make more than one family whole and restore the storks true mission in the world|English|USA|3 wins & 3 nominations|6.8/10|63%|56/100|56|6.8|movie|$72,655,779|Warner Bros. Pictures|Storks|23-Sep-16|Adventure, Fantasy, Comedy, Animation, Family|56|Storks|309958|0|268|2684|152|Storks|2016|229900100|70000000|72679278|101423003|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|0|100
Kevin Hart: What Now?|2016|R|Fri Oct 14 2016 00:00:00 GMT-0400 (EDT)|96 min|Documentary; Comedy|Leslie Small; Tim Story|Kevin Hart; Halle Berry; Don Cheadle; Ed Helms|Comedian Kevin Hart performs in front of a crowd of 50000 people at Philadelphias outdoor venue Lincoln Financial Field|English|USA|1 nomination|5.8/10|78%|60/100|60|5.8|movie|$23,564,630|Universal Pictures|Kevin Hart: What Now?|14-Oct-16|Comedy, Documentary|60|Kevin Hart: What Now?|786148|0|404|4684|259|Kevin Hart: What Now?|2016|231040100|10000000|23591043|0|R|Factual|Based on Real Life Events|Live Action|Concert/Performance|0|96
Blair Witch|2016|R|Fri Sep 16 2016 00:00:00 GMT-0400 (EDT)|89 min|Horror; Thriller|Adam Wingard|James Allen McCune; Callie Hernandez; Corbin Reid; Brandon Scott|Near Burkittsville in the Black Hills Forest on the root of a lightning-struck tree the couple of Lane and Talia find a DV tape sticking out of the ground The content of the found tape is mostly footage of static however near the end there is also an intriguing small part where someone is trying to escape from something that is after him screaming and running in an abandoned house After accidentally stumbling across the uploaded footage James believing that this is his final chance to put an end once and for all in the unresolved mystery of his sisters Heather disappearance some twenty years ago in the same woods he assembles a team of friends in search of answers Sooner or later the team will go astray in the heart of a green maze that is riddled with the chilling legend of Elly Kedward the Blair Witch who relentlessly keeps messing with their sanity gradually taking them down one by one Eventually James will find himself in the epicentre of the evil activity trapped inside the very house where his sister disappeared unaware of the fact that once more the witch will demand her sacrifice|English|Canada; USA|7 nominations|5.0/10|35%|47/100|47|5|movie|$20,747,013|Vertigo Entertainment|Blair Witch|16-Sep-16|Thriller, Horror|47|Blair Witch|1723362|0|1885|5122|713|Blair Witch|2016|265500100|10000000|20777061|16716160|R|Contemporary Fiction|Original Screenplay|Live Action|Horror|0|89
The Girl on the Train|2016|R|Fri Oct 07 2016 00:00:00 GMT-0400 (EDT)|112 min|Crime; Drama; Mystery|Tate Taylor|Emily Blunt; Haley Bennett; Rebecca Ferguson; Justin Theroux|The Girl on the Train is the story of Rachel Watsons life post-divorce Every day she takes the train in to work in New York and every day the train passes by her old house The house she lived in with her husband who still lives there with his new wife and child As she attempts to not focus on her pain she starts watching a couple who live a few houses down -- Megan and Scott Hipwell She creates a wonderful dream life for them in her head about how they are a perfect happy family And then one day as the train passes she sees something shocking filling her with rage The next day she wakes up with a horrible hangover various wounds and bruises and no memory of the night before She has only a feeling: something bad happened Then come the TV reports: Megan Hipwell is missing Rachel becomes invested in the case and trying to find out what happened to Megan where she is and what exactly she herself was up to that same night Megan went missing|English; Spanish|USA|Nominated for 1 BAFTA Film Award Another 4 wins & 10 nominations|6.5/10|45%|48/100|48|6.5|movie|$75,311,445|Universal Pictures|The Girl on the Train|7-Oct-16|Drama, Mystery, Thriller|48|The Girl on the Train|4454751|0|1551|8587|902|The Girl on the Train|2016|232900100|45000000|75395035|94932895|R|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Thriller/Suspense|0|112
Inferno|2016|PG-13|Fri Oct 28 2016 00:00:00 GMT-0400 (EDT)|121 min|Action; Adventure; Crime|Ron Howard|Tom Hanks; Felicity Jones; Omar Sy; Irrfan Khan|Academy Award® winner Ron Howard returns to direct the latest bestseller in Dan Browns (Da Vinci Code) billion-dollar Robert Langdon series Inferno which finds the famous symbologist (again played by Tom Hanks) on a trail of clues tied to the great Dante himself When Langdon wakes up in an Italian hospital with amnesia he teams up with Sienna Brooks (Felicity Jones) a doctor he hopes will help him recover his memories Together they race across Europe and against the clock to stop a madman from unleashing a global virus that would wipe out half of the worlds population|English; French; Italian; Turkish|USA; Hungary|1 win & 1 nomination|6.2/10|22%|42/100|42|6.2|movie|$34,307,024|Sony Pictures|Inferno|28-Oct-16|Action, Adventure, Sci-Fi, Drama, Mystery, Thriller, Crime|42|Inferno|6867809|0|2053|16878|825|Inferno|2016|147940100|75000000|34355263|185217614|PG-13|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Thriller/Suspense|1|121
Moana|2016|PG|Wed Nov 23 2016 00:00:00 GMT-0500 (EST)|107 min|Animation; Adventure; Comedy|Ron Clements; John Musker; Don Hall(co-director); Chris Williams(co-director)|Auli'i Cravalho; Dwayne Johnson; Rachel House; Temuera Morrison|Moana Waialiki is a sea voyaging enthusiast and the only daughter of a chief in a long line of navigators When her islands fishermen cant catch any fish and the crops fail she learns that the demigod Maui caused the blight by stealing the heart of the goddess Te Fiti The only way to heal the island is to persuade Maui to return Te Fitis heart so Moana sets off on an epic journey across the Pacific The film is based on stories from Polynesian mythology|English|USA|Nominated for 2 Oscars Another 18 wins & 82 nominations|7.6/10|96%|81/100|81|7.6|movie|$248,752,120|Walt Disney Pictures|Moana|23-Nov-16|Action, Adventure, Fantasy, Comedy, Animation, Family, Musical|81|Moana|9983273|0|10787|60928|1900|Moana|2016|194150100|150000000|248757044|390780164|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|0|113
The Accountant|2016|R|Fri Oct 14 2016 00:00:00 GMT-0400 (EDT)|128 min|Action; Crime; Drama|Gavin O'Connor|Ben Affleck; Anna Kendrick; J.K. Simmons; Jon Bernthal|Christian Wolff is a math savant with more affinity for numbers than people Behind the cover of a small-town CPA office he works as a freelance accountant for some of the worlds most dangerous criminal organizations With the Treasury Departments Crime Enforcement Division run by Ray King starting to close in Christian takes on a legitimate client: a state-of-the-art robotics company where an accounting clerk has discovered a discrepancy involving millions of dollars But as Christian uncooks the books and gets closer to the truth it is the body count that starts to rise|English; Indonesian; French|USA|3 wins & 5 nominations|7.4/10|52%|51/100|51|7.4|movie|$86,198,014|Warner Bros. Pictures|The Accountant|14-Oct-16|Action, Drama, Thriller, Crime|51|The Accountant|3076845|0|1267|9568|907|The Accountant|2015|216690100|40000000|86260045|66800000|R|Contemporary Fiction|Original Screenplay|Live Action|Thriller/Suspense|0|128
Sing|2016|PG|Wed Dec 21 2016 00:00:00 GMT-0500 (EST)|108 min|Animation; Comedy; Family|Garth Jennings; Christophe Lourdelet(co-director)|Matthew McConaughey; Reese Witherspoon; Seth MacFarlane; Scarlett Johansson|In a town with no humans just animals a koala named Buster Moon realizes he will soon lose his theater if he cannot turn his luck around He comes up with a plan to host a singing competition where the winner will receive $100000 Will this be enough to return his theater to glory?|English; Japanese; Ukrainian|Japan; USA|Nominated for 2 Golden Globes Another 2 wins & 20 nominations|7.1/10|73%|59/100|59|7.1|movie|$270,322,940|Illumination Entertainment|Sing|21-Dec-16|Drama, Comedy, Music, Animation, Family, Musical|59|Sing|6772420|0|3482|15627|1090|Sing|2016|221790100|75000000|270329045|363958695|PG|Kids Fiction|Original Screenplay|Digital Animation|Adventure|0|108
A Monster Calls|2016|PG-13|Fri Jan 06 2017 00:00:00 GMT-0500 (EST)|108 min|Animation; Drama; Fantasy|J.A. Bayona|Lewis MacDougall; Sigourney Weaver; Felicity Jones; Toby Kebbell|The monster does not come walking often This time it comes to Conor and it asks for the one thing Conor cannot bring himself to do Tell the truth This is a very touching story about a boy who feels very damaged guilty and mostly angry He struggles at school with bullies and pity looks from everyone and at home with his mothers sickness Will Conor overcome his problems? Will everything be okay? Will Conor be able to speak the truth?|English|UK; Spain; USA|38 wins & 51 nominations|7.5/10|86%|76/100|76|7.5|movie|$3,730,982|Focus Features|A Monster Calls|23-Dec-16|Drama, Fantasy|76|A Monster Calls|29613|0|8|121|2|A Monster Calls|2016|207180100|43000000|3740823|42681243|PG-13|Fantasy|Based on Fiction Book/Short Story|Live Action|Drama|0|108
Jack Reacher: Never Go Back|2016|PG-13|Fri Oct 21 2016 00:00:00 GMT-0400 (EDT)|118 min|Action; Adventure; Crime|Edward Zwick|Tom Cruise; Cobie Smulders; Aldis Hodge; Danika Yarosh|After accomplishing the assignment of dismantling a human trafficking organization the former military and drifter Jack Reacher goes to Washington to invite his liaison Major Susan Turner to have dinner with him However he meets her substitute Colonel Sam Morgan who explains that Major Turner has been arrested and accused of espionage Jack seeks out her veteran lawyer Colonel Bob Moorcroft who explains that Major Turner has also been accused of the murders of two soldiers in Afghanistan Further he also tells Jack he is being sued accused by a woman of being the father of her fifteen year-old daughter Samantha When Moorcroft is murdered Jack is accused of being the killer and sent to a prison He sees that Turner and he have been framed and also that Turner will be killed by two assassins However he rescues her and they flee Soon they realize that there is a conspiracy involving military people from the army and a government contractor that is a powerful arms dealer Jack also learns that Samantha is in danger and Turner and he rescue her They decide to protect her since a skilled assassin is hunting them down while they try to find the motive of the conspiracy Who can be trusted?|English; Ukrainian|China; USA|1 win|6.1/10|38%|47/100|47|6.1|movie|$58,676,235|Paramount Pictures|Jack Reacher: Never Go Back|21-Oct-16|Action, Adventure, Drama, Mystery, Thriller, Crime|47|Jack Reacher: Never Go Back|125561|0|9|172|7|Jack Reacher: Never Go Back|2016|240520100|60000000|58697076|101341331|PG-13|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Action|1|118
Jack Reacher: Never Go Back|2016|PG-13|Fri Oct 21 2016 00:00:00 GMT-0400 (EDT)|118 min|Action; Adventure; Crime|Edward Zwick|Tom Cruise; Cobie Smulders; Aldis Hodge; Danika Yarosh|After accomplishing the assignment of dismantling a human trafficking organization the former military and drifter Jack Reacher goes to Washington to invite his liaison Major Susan Turner to have dinner with him However he meets her substitute Colonel Sam Morgan who explains that Major Turner has been arrested and accused of espionage Jack seeks out her veteran lawyer Colonel Bob Moorcroft who explains that Major Turner has also been accused of the murders of two soldiers in Afghanistan Further he also tells Jack he is being sued accused by a woman of being the father of her fifteen year-old daughter Samantha When Moorcroft is murdered Jack is accused of being the killer and sent to a prison He sees that Turner and he have been framed and also that Turner will be killed by two assassins However he rescues her and they flee Soon they realize that there is a conspiracy involving military people from the army and a government contractor that is a powerful arms dealer Jack also learns that Samantha is in danger and Turner and he rescue her They decide to protect her since a skilled assassin is hunting them down while they try to find the motive of the conspiracy Who can be trusted?|English; Ukrainian|China; USA|1 win|6.1/10|38%|47/100|47|6.1|movie|$58,676,235|Paramount Pictures|Jack Reacher: Never Go Back|21-Oct-16|Action, Adventure, Drama, Mystery, Thriller, Crime|47|Jack Reacher: Never Go Back|125561|0|9|172|7|Jack Reacher: Never Go Back|2016|240520100|60000000|58697076|101341331|PG-13|Contemporary Fiction|Based on Fiction Book/Short Story|Live Action|Action|1|118
Monster Trucks|2016|PG|Fri Jan 13 2017 00:00:00 GMT-0500 (EST)|104 min|Action; Adventure; Comedy|Chris Wedge|Lucas Till; Jane Levy; Thomas Lennon; Barry Pepper|In a small town an oil company is drilling for oil The geologist Dowd informs his boss Tenneson that they detected what could be an ecosystem which could affect their drilling rights But Tenneson tells them to go on and something happens Something came out and Tenneson wants to keep it quiet by keeping what came out on ice In the town somethings been taking the fuel tanks off vehicles leaving a big hole Tripp who lives in the town is frustrated at his life specifically not having a vehicle of his own He works at a scrap yard and hes been working on restoring an old truck One day he thinks he hears something and traps it in the storage pit He calls the Sheriff whos his step-father whom he doesnt like And when he gets there its gone Later he sets a trap for it and sees its a slug like creature who feeds on oil He would bond with it Later a man from the oil company shows up at the yard and asks him about the thing he reported earlier Tripp feigns it was mistaken but the guy doesnt believe him The creature enters the chassis of the truck he was working on and makes it move He then gets in the truck and it goes off on its own and he tries to figure out what to do|English|USA; Canada|2 nominations|5.7/10|31%|41/100|41|5.7|movie|$33,243,820|Paramount Pictures|Monster Trucks|13-Jan-17|Action, Adventure, Sci-Fi, Fantasy, Comedy, Animation, Family|41|Monster Trucks|57779|0|15|120|43|Monster Trucks|2015|195640100|125000000|33370166|28311102|PG-13|Science Fiction|Original Screenplay|Animation/Live Action|Adventure|0|104
