Runtime,Production Budget,Domestic Total Gross,title,Genre,Distributor,MPAA Rating,Release Date
2 hrs. 7 min.,$140 million,"$31,153,464 ",Gods of Egypt ,Action / Adventure,Lionsgate/Summit,PG-13,26-Feb-16
1 hrs. 55 min.,N/A,"$12,639,297 ",Triple 9 ,Thriller,Open Road Films,R,26-Feb-16
1 hrs. 45 min.,$23 million,"$15,789,389 ",Eddie the Eagle ,Drama,Fox,PG-13,26-Feb-16
1 hrs. 48 min.,N/A,"$341,268,248 ",Zootopia ,Animation,Buena Vista,PG,4-Mar-16
1 hrs. 39 min.,$60 million,"$62,678,608 ",London Has Fallen ,Action,Focus Features,R,4-Mar-16
1 hrs. 52 min.,$35 million,"$23,083,334 ",Whiskey Tango Foxtrot ,Comedy,Paramount,R,4-Mar-16
1 hrs. 36 min.,N/A,"$3,000,342 ",The Other Side of the Door ,Horror,Fox,R,4-Mar-16
1 hrs. 45 min.,N/A,"$72,082,998 ",10 Cloverfield Lane ,Thriller,Paramount,PG-13,11-Mar-16
1 hrs. 51 min.,N/A,"$6,490,401 ",The Young Messiah ,Historical Drama,Focus Features,PG-13,11-Mar-16
1 hrs. 36 min.,N/A,"$9,669,521 ",The Perfect Match ,Romantic Comedy,Lionsgate,R,11-Mar-16
1 hrs. 49 min.,$13 million,"$61,705,123 ",Miracles from Heaven ,Drama,TriStar,PG,16-Mar-16
2 hrs. 1 min.,N/A,"$66,184,051 ",The Divergent Series: Allegiant ,Action / Adventure,Lionsgate/Summit,PG-13,18-Mar-16
1 hrs. 48 min.,N/A,"$615,816 ",The Bronze ,Comedy,Sony Classics,R,18-Mar-16
1 hrs. 51 min.,N/A,"$3,712,282 ",Midnight Special ,Sci-Fi,Warner Bros.,PG-13,18-Mar-16
2 hrs. 31 min.,$250 million,"$330,360,194 ",Batman v Superman: Dawn of Justice ,Action / Adventure,Warner Bros.,PG-13,25-Mar-16
1 hrs. 34 min.,N/A,"$59,689,605 ",My Big Fat Greek Wedding 2 ,Comedy,Universal,PG-13,25-Mar-16
2 hrs. 3 min.,N/A,"$1,646,788 ",I Saw the Light ,Drama,Sony Classics,R,25-Mar-16
1 hrs. 57 min.,N/A,"$3,400,278 ",Everybody Wants Some!! ,Comedy,Paramount,R,30-Mar-16
2 hrs. 1 min.,N/A,"$20,774,575 ",God's Not Dead 2 ,Drama,Pure Flix,PG,1-Apr-16
1 hrs. 33 min.,N/A,"$9,097,072 ",Meet the Blacks ,Comedy,Freestyle Releasing,R,1-Apr-16
1 hrs. 40 min.,N/A,"$2,610,896 ",Miles Ahead ,Drama,Sony Classics,R,1-Apr-16
1 hrs. 39 min.,$29 million,"$63,285,885 ",The Boss ,Comedy,Universal,R,8-Apr-16
1 hrs. 35 min.,N/A,"$9,252,038 ",Hardcore Henry ,Action Thriller,STX Entertainment,R,8-Apr-16
1 hrs. 41 min.,N/A,"$1,978,592 ",Demolition ,Drama,Fox Searchlight,R,8-Apr-16
1 hrs. 40 min.,N/A,"$231,737 ",The Invitation ,Horror Thriller,Drafthouse,Unrated,8-Apr-16
1 hrs. 18 min.,N/A,"$73,741,048 ",The Jungle Book ,Animation,Disney,G,18-Oct-67
1 hrs. 52 min.,N/A,"$54,030,051 ",Barbershop: The Next Cut ,Comedy,Warner Bros. (New Line),PG-13,15-Apr-16
1 hrs. 27 min.,N/A,"$929,233 ",Criminal ,Crime Thriller,Warner Independent,R,10-Sep-04
1 hrs. 34 min.,N/A,"$3,220,371 ",Green Room ,Thriller,A24,R,15-Apr-16
1 hrs. 54 min.,$115 million,"$48,390,190 ",The Huntsman: Winter's War ,Action / Adventure,Universal,PG-13,22-Apr-16
1 hrs. 48 min.,N/A,"$4,212,494 ",A Hologram for the King ,Drama,Roadside Attractions,R,22-Apr-16
1 hrs. 38 min.,$15 million,"$20,591,853 ",Keanu ,Comedy,Warner Bros. (New Line),R,29-Apr-16
1 hrs. 58 min.,$25 million,"$32,492,859 ",Mother's Day ,Comedy,Open Road Films,PG-13,29-Apr-16
2 hrs. 27 min.,$250 million,"$408,084,349 ",Captain America: Civil War ,Action / Adventure,Buena Vista,PG-13,6-May-16
1 hrs. 35 min.,$27 million,"$41,012,075 ",Money Monster ,Drama / Thriller,TriStar,R,13-May-16
1 hrs. 32 min.,N/A,"$10,753,574 ",The Darkness ,Horror,BH Tilt,PG-13,13-May-16
1 hrs. 37 min.,$73 million,"$107,509,366 ",The Angry Birds Movie ,Animation,Sony / Columbia,PG,20-May-16
1 hrs. 31 min.,N/A,"$55,455,765 ",Neighbors 2: Sorority Rising ,Comedy,Universal,R,20-May-16
1 hrs. 56 min.,$50 million,"$36,261,763 ",The Nice Guys ,Comedy Thriller,Warner Bros.,R,20-May-16
2 hrs. 23 min.,$178 million,"$155,442,489 ",X-Men: Apocalypse ,Action / Adventure,Fox,PG-13,27-May-16
1 hrs. 52 min.,$170 million,"$77,041,381 ",Alice Through the Looking Glass ,Family Adventure,Buena Vista,PG,27-May-16
1 hrs. 50 min.,$20 million,"$56,245,075 ",Me Before You ,Romance,Warner Bros. (New Line),PG-13,3-Jun-16
1 hrs. 26 min.,N/A,"$9,639,125 ",Popstar: Never Stop Never Stopping ,Comedy,Universal,R,3-Jun-16
2 hrs. 14 min.,$40 million,"$102,470,008 ",The Conjuring 2 ,Horror,Warner Bros. (New Line),R,10-Jun-16
2 hrs. 3 min.,$160 million,"$47,365,290 ",Warcraft ,Fantasy,Universal,PG-13,10-Jun-16
2 hrs. 9 min.,N/A,"$65,075,540 ",Now You See Me 2 ,Thriller,Lionsgate/Summit,PG-13,10-Jun-16
1 hrs. 43 min.,N/A,"$486,295,561 ",Finding Dory ,Animation,Buena Vista,PG,17-Jun-16
1 hrs. 47 min.,$50 million,"$127,440,871 ",Central Intelligence ,Comedy,Warner Bros. (New Line),PG-13,17-Jun-16
2 hrs. 0 min.,$165 million,"$103,144,286 ",Independence Day: Resurgence ,Sci-Fi Adventure,Fox,PG-13,24-Jun-16
1 hrs. 25 min.,$17 million,"$55,124,043 ",The Shallows ,Horror,Sony / Columbia,PG-13,24-Jun-16
2 hrs. 19 min.,$50 million,"$20,810,036 ",Free State of Jones ,Action Drama,STX Entertainment,R,24-Jun-16
1 hrs. 57 min.,N/A,"$1,333,124 ",The Neon Demon ,Horror Thriller,Broad Green Pictures,R,24-Jun-16
1 hrs. 49 min.,$180 million,"$126,643,061 ",The Legend of Tarzan ,Action / Adventure,Warner Bros.,PG-13,1-Jul-16
1 hrs. 57 min.,$140 million,"$55,483,770 ",The BFG ,Adventure,Buena Vista,PG,1-Jul-16
1 hrs. 45 min.,$10 million,"$79,213,375 ",The Purge: Election Year ,Thriller,Universal,R,1-Jul-16
1 hrs. 30 min.,$75 million,"$368,384,330 ",The Secret Life of Pets ,Animation,Universal,PG,8-Jul-16
1 hrs. 38 min.,$33 million,"$46,009,673 ",Mike and Dave Need Wedding Dates ,Comedy,Fox,R,8-Jul-16
2 hrs. 7 min.,N/A,"$15,436,808 ",The Infiltrator ,Drama / Thriller,Broad Green Pictures,R,13-Jul-16
1 hrs. 47 min.,$30 million,"$229,242,989 ",Ghostbusters ,Horror Comedy,Columbia,PG,8-Jun-84
2 hrs. 0 min.,$185 million,"$158,848,340 ",Star Trek Beyond ,Sci-Fi Adventure,Paramount,PG-13,22-Jul-16
1 hrs. 34 min.,$105 million,"$64,063,008 ",Ice Age: Collision Course ,Animation,Fox,PG,22-Jul-16
1 hrs. 21 min.,$4.9 million,"$67,268,835 ",Lights Out ,Horror,Warner Bros. (New Line),PG-13,22-Jul-16
2 hrs. 3 min.,$120 million,"$162,434,410 ",Jason Bourne ,Action,Universal,PG-13,29-Jul-16
1 hrs. 41 min.,$20 million,"$113,257,297 ",Bad Moms ,Comedy,STX Entertainment,R,29-Jul-16
1 hrs. 36 min.,$19 million,"$38,583,626 ",Nerve ,Thriller,Lionsgate,PG-13,27-Jul-16
2 hrs. 10 min.,$175 million,"$325,100,054 ",Suicide Squad ,Action / Adventure,Warner Bros.,PG-13,5-Aug-16
1 hrs. 50 min.,N/A,"$478,830 ",Nine Lives ,Drama,Magnolia,R,14-Oct-05
2 hrs. 8 min.,N/A,"$35,488,000 ",Pete's Dragon ,Family Adventure,Buena Vista,G,16-Dec-77
1 hrs. 29 min.,$19 million,"$97,685,686 ",Sausage Party ,Animation,Sony / Columbia,R,12-Aug-16
1 hrs. 50 min.,$29 million,"$27,383,770 ",Florence Foster Jenkins ,Drama,Paramount,PG-13,12-Aug-16
3 hrs. 32 min.,$15 million,"$74,000,000 ",Ben-Hur ,Historical Epic,MGM,G,18-Nov-59
1 hrs. 41 min.,$60 million,"$48,023,088 ",Kubo and the Two Strings ,Animation,Focus Features,PG,19-Aug-16
1 hrs. 54 min.,N/A,"$43,034,523 ",War Dogs ,Comedy / Drama,Warner Bros.,R,19-Aug-16
1 hrs. 39 min.,N/A,"$21,218,403 ",Mechanic: Resurrection ,Action,Lionsgate/Summit,R,26-Aug-16
1 hrs. 28 min.,$9.9 million,"$89,217,875 ",Don't Breathe ,Horror Thriller,Sony / Screen Gems,R,26-Aug-16
1 hrs. 45 min.,N/A,"$4,712,792 ",Hands of Stone ,Drama,Weinstein Company,R,26-Aug-16
2 hrs. 12 min.,$20 million,"$12,545,979 ",The Light Between Oceans ,Drama,Buena Vista,PG-13,2-Sep-16
1 hrs. 32 min.,$8 million,"$3,915,251 ",Morgan ,Sci-Fi Thriller,Fox,R,2-Sep-16
1 hrs. 36 min.,$60 million,"$125,070,033 ",Sully ,Drama,Warner Bros.,PG-13,9-Sep-16
1 hrs. 47 min.,$10 million,"$29,747,603 ",When the Bough Breaks ,Drama,Sony / Screen Gems,PG-13,9-Sep-16
1 hrs. 36 min.,N/A,"$11,020,375 ",The Wild Life ,Comedy,Universal,R,28-Sep-84
1 hrs. 32 min.,$15 million,"$2,423,468 ",The Disappointments Room ,Horror,Relativity,R,9-Sep-16
2 hrs. 2 min.,$35 million,"$24,252,420 ",Bridget Jones's Baby ,Romantic Comedy,Universal,R,16-Sep-16
2 hrs. 14 min.,$40 million,"$21,587,519 ",Snowden ,Thriller,Open Road Films,R,16-Sep-16
1 hrs. 30 min.,$5 million,"$20,777,061 ",Blair Witch ,Horror,Lionsgate,R,16-Sep-16
1 hrs. 29 min.,$70 million,"$72,679,278 ",Storks ,Animation,Warner Bros.,PG,23-Sep-16
2 hrs. 7 min.,$110 million,"$87,242,834 ",Miss Peregrine's Home for Peculiar Children ,Fantasy,Fox,PG-13,30-Sep-16
1 hrs. 47 min.,$110 million,"$61,433,527 ",Deepwater Horizon ,Action Drama,Lionsgate/Summit,PG-13,30-Sep-16
1 hrs. 46 min.,N/A,"$1,935,539 ",Masterminds ,Family Adventure,Sony / Columbia,PG-13,22-Aug-97
1 hrs. 45 min.,$9 million,"$208,023 ",The Girl on the Train ,Foreign,Strand,Unrated,22-Jan-10
1 hrs. 50 min.,$8.5 million,"$15,861,566 ",The Birth of a Nation ,Drama,Fox Searchlight,R,7-Oct-16
1 hrs. 29 min.,$8.5 million,"$20,007,149 ",Middle School: The Worst Years of My Life ,Comedy,Lionsgate,PG,7-Oct-16
2 hrs. 8 min.,$44 million,"$86,260,045 ",The Accountant ,Drama,Warner Bros.,R,14-Oct-16
1 hrs. 36 min.,$9.9 million,"$23,591,043 ",Kevin Hart: What Now? ,Concert,Universal,R,14-Oct-16
1 hrs. 32 min.,N/A,"$3,818,664 ",Max Steel ,Action,Open Road Films,PG-13,14-Oct-16
1 hrs. 58 min.,$60 million,"$58,697,076 ",Jack Reacher: Never Go Back ,Crime Drama,Paramount,PG-13,21-Oct-16
1 hrs. 41 min.,$40 million,"$14,904,426 ",Keeping Up with the Joneses ,Comedy,Fox,PG-13,21-Oct-16
1 hrs. 39 min.,$9 million,"$35,144,505 ",Ouija: Origin of Evil ,Horror,Universal,PG-13,21-Oct-16
1 hrs. 43 min.,$20 million,"$73,206,343 ",Boo! A Madea Halloween ,Horror Comedy,Lionsgate,PG-13,21-Oct-16
1 hrs. 52 min.,N/A,"$2,082,980 ",I'm Not Ashamed ,Drama,Pure Flix,PG-13,21-Oct-16
1 hrs. 48 min.,N/A,"$544,098 ",American Pastoral ,Drama,Lionsgate,R,21-Oct-16
2 hrs. 1 min.,$75 million,"$34,343,574 ",Inferno ,Thriller,Sony / Columbia,PG-13,28-Oct-16
1 hrs. 32 min.,$9.9 million,"$3,759,078 ",Friend Request ,Horror,Entertainment Studios,R,22-Sep-17
1 hrs. 43 min.,N/A,"$248,757,044 ",Moana ,Animation,Buena Vista,PG,23-Nov-16
1 hrs. 55 min.,N/A,"$12,786,053 ",The Founder ,Drama,Weinstein Company,PG-13,19-Jan-17
1 hrs. 39 min.,N/A,"$2,260,616 ",Sing ,Unknown,TriStar,PG-13,31-Mar-89
1 hrs. 48 min.,N/A,"$3,740,823 ",A Monster Calls ,Fantasy Drama,Focus Features,PG-13,23-Dec-16
1 hrs. 42 min.,$25 million,"$27,793,018 ",Rings ,Horror,Paramount,PG-13,3-Feb-17
1 hrs. 31 min.,$35 million,"$30,353,973 ",Underworld: Blood Wars ,Action Horror,Sony / Screen Gems,R,6-Jan-17
1 hrs. 30 min.,N/A,"$4,380 ",Between Us ,Comedy / Drama,"Monterey Media, Inc.",R,14-Jun-13
1 hrs. 44 min.,N/A,"$33,370,166 ",Monster Trucks ,Action Comedy,Paramount,PG,13-Jan-17
1 hrs. 36 min.,$7.4 million,"$22,395,806 ",The Bye Bye Man ,Horror Thriller,STX Entertainment,PG-13,13-Jan-17
1 hrs. 35 min.,N/A,"$20,783,704 ",Sleepless ,Crime Drama,Open Road Films,R,13-Jan-17
1 hrs. 57 min.,$9 million,"$138,291,365 ",Split ,Horror Thriller,Universal,PG-13,20-Jan-17
1 hrs. 40 min.,N/A,"$5,711 ",Trespass Against Us ,Action Drama,A24,R,20-Jan-17
1 hrs. 56 min.,N/A,"$34,630 ",Sophie and the Rising Sun ,Drama,"Monterey Media, Inc.",R,20-Jan-17
2 hrs. 0 min.,$22 million,"$64,508,620 ",A Dog's Purpose ,Comedy / Drama,Universal,PG,27-Jan-17
1 hrs. 46 min.,$40 million,"$26,830,068 ",Resident Evil: The Final Chapter ,Sci-Fi Action,Sony / Screen Gems,R,27-Jan-17
1 hrs. 42 min.,$25 million,"$27,793,018 ",Rings ,Horror,Paramount,PG-13,3-Feb-17
2 hrs. 1 min.,$30 million,"$7,885,294 ",The Space Between Us ,Sci-Fi Adventure,STX Entertainment,PG-13,3-Feb-17
1 hrs. 42 min.,N/A,"$35,312 ",Growing Up Smith ,Drama,Good Deed,PG-13,3-Feb-17
1 hrs. 55 min.,$55 million,"$114,581,250 ",Fifty Shades Darker ,Romance,Universal,R,10-Feb-17
1 hrs. 44 min.,$150 million,"$45,540,830 ",The Great Wall ,Action,Universal,PG-13,17-Feb-17
2 hrs. 26 min.,$40 million,"$8,106,986 ",A Cure for Wellness ,Horror,Fox,R,17-Feb-17
1 hrs. 31 min.,N/A,"$32,187,017 ",Fist Fight ,Comedy,Warner Bros. (New Line),R,17-Feb-17
1 hrs. 25 min.,N/A,"$10,626 ",Lovesong ,Drama,Strand,Unrated,17-Feb-17
1 hrs. 43 min.,$4.5 million,"$176,040,665 ",Get Out ,Horror,Universal,R,24-Feb-17
1 hrs. 20 min.,N/A,"$9,420,546 ",Rock Dog ,Animation,Lionsgate/Summit,PG,24-Feb-17
1 hrs. 39 min.,N/A,"$2,280,004 ",Collide ,Action,Open Road Films,PG-13,24-Feb-17
1 hrs. 37 min.,N/A,"$15,305 ",Contemporary Color ,Documentary,Oscilloscope Pictures,PG-13,1-Mar-17
2 hrs. 15 min.,$97 million,"$226,277,068 ",Logan ,Action / Adventure,Fox,R,3-Mar-17
2 hrs. 12 min.,N/A,"$57,386,418 ",The Shack ,Drama,Lionsgate/Summit,PG-13,3-Mar-17
1 hrs. 39 min.,N/A,"$12,241,122 ",Before I Fall ,Drama,Open Road Films,PG-13,3-Mar-17
1 hrs. 27 min.,N/A,"$3,614,896 ",Table 19 ,Comedy / Drama,Fox Searchlight,PG-13,3-Mar-17
1 hrs. 48 min.,N/A,"$1,783,421 ",The Last Word ,Comedy,Bleecker Street,R,3-Mar-17
1 hrs. 28 min.,N/A,"$61,406 ",Donald Cried ,Comedy,The Orchard,Unrated,3-Mar-17
1 hrs. 58 min.,$185 million,"$168,052,812 ",Kong: Skull Island ,Action / Adventure,Warner Bros.,PG-13,10-Mar-17
1 hrs. 24 min.,$25 million,"$145,863,363Domestic Lifetime Gross",Beauty and the Beast ,Animation,Buena Vista,G,15-Nov-91
1 hrs. 28 min.,$5 million,"$10,166,820 ",The Belko Experiment ,Horror Thriller,BH Tilt,R,17-Mar-17
2 hrs. 8 min.,N/A,"$443,684 ",Song to Song ,Drama,Broad Green Pictures,R,17-Mar-17
1 hrs. 40 min.,$25 million,"$18,600,152 ",CHiPs ,Action Comedy,Warner Bros.,R,24-Mar-17
1 hrs. 34 min.,N/A,"$653,951 ",Wilson ,Comedy,Fox Searchlight,R,24-Mar-17
1 hrs. 50 min.,N/A,"$117,755 ",Victor ,Drama,CanZion Films,PG-13,15-Sep-16
1 hrs. 22 min.,N/A,"$515,905 ",Ghost in the Shell ,Animation,Palm,Unrated,2-Feb-96
1 hrs. 37 min.,N/A,"$175,003,033 ",The Boss Baby ,Animation,Fox,PG,31-Mar-17
2 hrs. 6 min.,N/A,"$17,571,660 ",The Zookeeper's Wife ,Drama,Focus Features,PG-13,31-Mar-17
1 hrs. 33 min.,N/A,"$20,435 ",The Blackcoat's Daughter ,Horror Thriller,A24,R,31-Mar-17
1 hrs. 38 min.,N/A,"$18,957 ",Carrie Pilby ,Comedy / Drama,The Orchard,Unrated,31-Mar-17
1 hrs. 52 min.,N/A,"$14,682,684 ",The Case for Christ ,Drama,Pure Flix,PG,7-Apr-17
1 hrs. 21 min.,$60 million,"$45,020,282 ",Smurfs: The Lost Village ,Animation,Sony / Columbia,PG,7-Apr-17
2 hrs. 17 min.,N/A,"$26,869,286 ",Going in Style ,Crime Comedy,Warner Bros.,PG,25-Dec-79
1 hrs. 50 min.,N/A,"$3,029,287 ",Colossal ,Sci-Fi Action,Neon,R,7-Apr-17
1 hrs. 41 min.,$7 million,"$24,801,212 ",Gifted ,Drama,Fox Searchlight,PG-13,7-Apr-17
2 hrs. 16 min.,$250 million,"$226,008,385 ",The Fate of the Furious ,Action,Universal,PG-13,14-Apr-17
2 hrs. 20 min.,N/A,"$8,580,410 ",The Lost City of Z ,Action / Adventure,Bleecker Street,PG-13,14-Apr-17
1 hrs. 15 min.,N/A,"$68,883 ",My Entire High School Sinking Into the Sea ,Animation,GKIDS,PG-13,14-Apr-17
1 hrs. 35 min.,N/A,"$1,455 ",The Outcasts ,Comedy,Swen,PG-13,14-Apr-17
1 hrs. 16 min.,N/A,"$13,873,211 ",Born in China ,Documentary,Buena Vista,G,21-Apr-17
1 hrs. 56 min.,N/A,"$2,821,671 ",Unforgettable ,Thriller,MGM,R,23-Feb-96
1 hrs. 37 min.,N/A,"$11,606,005 ",The Promise ,Romance,Universal,PG,1-Jan-79
1 hrs. 29 min.,N/A,"$440,554 ",The Circle ,Unknown,Winstar,R,9-Mar-01
1 hrs. 30 min.,"$250,000 ","$3,986,245 ",Sleight ,Sci-Fi Action,BH Tilt,R,28-Apr-17
2 hrs. 17 min.,$200 million,"$389,813,101 ",Guardians of the Galaxy Vol. 2 ,Action / Adventure,Buena Vista,PG-13,5-May-17
1 hrs. 34 min.,N/A,"$2,194,521 ",The Lovers ,Romantic Comedy,A24,R,5-May-17
1 hrs. 32 min.,N/A,"$155,936 ",3 Generations ,Drama,Weinstein Company,PG-13,5-May-17
2 hrs. 6 min.,$175 million,"$39,175,066 ",King Arthur: Legend of the Sword ,Adventure,Warner Bros.,PG-13,12-May-17
1 hrs. 31 min.,$42 million,"$45,852,178 ",Snatched ,Comedy,Fox,R,12-May-17
1 hrs. 39 min.,N/A,"$6,303,560 ",Lowriders ,Drama,BH Tilt,PG-13,12-May-17
1 hrs. 21 min.,N/A,"$1,803,064 ",The Wall ,Thriller,Roadside Attractions,R,12-May-17
1 hrs. 32 min.,N/A,"$5,617,731 ",Paris Can Wait ,Romantic Comedy,Sony Classics,PG,12-May-17
2 hrs. 2 min.,$97 million,"$74,262,031 ",Alien: Covenant ,Sci-Fi Horror,Fox,R,19-May-17
1 hrs. 30 min.,$22 million,"$20,738,724 ",Diary of a Wimpy Kid: The Long Haul ,Comedy,Fox,PG,19-May-17
1 hrs. 36 min.,$10 million,"$34,121,140 ","Everything, Everything ",Drama,Warner Bros.,PG-13,19-May-17
1 hrs. 46 min.,N/A,"$262,599 ",Wakefield ,Drama,IFC,R,19-May-17
1 hrs. 56 min.,$69 million,"$58,060,186 ",Baywatch ,Action Comedy,Paramount,R,25-May-17
2 hrs. 9 min.,$230 million,"$172,558,876 ",Pirates of the Caribbean: Dead Men Tell No Tales ,Period Adventure,Buena Vista,PG-13,26-May-17
1 hrs. 51 min.,N/A,"$123,445 ",Buena Vista Social Club: Adios ,Documentary,Broad Green Pictures,PG,26-May-17
2 hrs. 21 min.,$149 million,"$412,563,408 ",Wonder Woman ,Action / Adventure,Warner Bros.,PG-13,2-Jun-17
1 hrs. 29 min.,$38 million,"$73,921,000 ",Captain Underpants: The First Epic Movie ,Animation,Fox,PG,2-Jun-17
1 hrs. 33 min.,N/A,"$254,536 ",Dean ,Comedy / Drama,CBS Films,PG-13,2-Jun-17
2 hrs. 4 min.,$80 million,"$155,385,488 ",The Mummy ,Period Adventure,Universal,PG-13,7-May-99
1 hrs. 46 min.,N/A,"$2,716,368 ",My Cousin Rachel ,Romance,Fox Searchlight,PG-13,9-Jun-17
1 hrs. 56 min.,N/A,"$13,406,883 ",Megan Leavey ,Drama,Bleecker Street,PG-13,9-Jun-17
1 hrs. 42 min.,N/A,"$152,901,115 ",Cars 3 ,Animation,Buena Vista,G,16-Jun-17
1 hrs. 41 min.,$20 million,"$22,105,643 ",Rough Night ,Comedy / Drama,Sony / Columbia,R,16-Jun-17
2 hrs. 20 min.,$40 million,"$44,922,302 ",All Eyez on Me ,Drama,Lionsgate/Summit,R,16-Jun-17
1 hrs. 29 min.,$5.5 million,"$44,307,192 ",47 Meters Down ,Horror Thriller,Entertainment Studios,PG-13,16-Jun-17
1 hrs. 45 min.,N/A,"$4,504,974 ",The Book of Henry ,Drama,Focus Features,PG-13,16-Jun-17
2 hrs. 29 min.,$217 million,"$130,168,683 ",Transformers: The Last Knight ,Sci-Fi Action,Paramount,PG-13,21-Jun-17
1 hrs. 45 min.,N/A,"$1,100,000 ",The Beguiled ,Unknown,Universal,R,31-Mar-71
2 hrs. 0 min.,N/A,"$42,873,127 ",The Big Sick ,Romantic Comedy,Lionsgate,R,23-Jun-17
1 hrs. 58 min.,N/A,"$180,851 ",The Bad Batch ,Thriller,Neon,R,23-Jun-17
1 hrs. 52 min.,$34 million,"$107,825,862 ",Baby Driver ,Action / Crime,TriStar,R,28-Jun-17
1 hrs. 30 min.,$80 million,"$264,624,300 ",Despicable Me 3 ,Animation,Universal,PG,30-Jun-17
1 hrs. 28 min.,$40 million,"$25,584,504 ",The House ,Comedy,Warner Bros. (New Line),R,30-Jun-17
1 hrs. 22 min.,N/A,"$1,647,175 ",The Little Hours ,Comedy,Gunpowder &amp; Sky,Unrated,30-Jun-17
1 hrs. 27 min.,"$100,000 ","$1,596,371 ",A Ghost Story ,Drama,A24,R,7-Jul-17
2 hrs. 13 min.,$175 million,"$334,201,140 ",Spider-Man: Homecoming ,Action / Adventure,Sony / Columbia,PG-13,7-Jul-17
2 hrs. 20 min.,$150 million,"$146,880,162 ",War for the Planet of the Apes ,Sci-Fi Action,Fox,PG-13,14-Jul-17
1 hrs. 30 min.,$12 million,"$14,301,505 ",Wish Upon ,Horror,Broad Green Pictures,PG-13,14-Jul-17
2 hrs. 17 min.,$177.2 million,"$41,189,488 ",Valerian and the City of a Thousand Planets ,Sci-Fi,STX Entertainment,PG-13,21-Jul-17
2 hrs. 2 min.,$19 million,"$115,171,585 ",Girls Trip ,Comedy,Universal,R,21-Jul-17
1 hrs. 26 min.,$50 million,"$86,089,513 ",The Emoji Movie ,Animation,Sony / Columbia,PG,28-Jul-17
1 hrs. 40 min.,"$1,000,000 ","$3,496,795 ",An Inconvenient Sequel: Truth to Power ,Documentary,Paramount,PG,28-Jul-17
2 hrs. 23 min.,$34 million,"$16,790,139 ",Detroit ,Crime Drama,Annapurna Pictures,R,28-Jul-17
1 hrs. 40 min.,N/A,"$532,669 ",Brigsby Bear ,Comedy / Drama,Sony Classics,PG-13,28-Jul-17
1 hrs. 21 min.,N/A,"$1,703,036 ",Menashe ,Drama,A24,PG,28-Jul-17
1 hrs. 35 min.,$60 million,"$50,701,325 ",The Dark Tower ,Fantasy,Sony / Columbia,PG-13,4-Aug-17
1 hrs. 50 min.,$11 million,"$33,800,859 ",Wind River ,Drama,Weinstein Company,R,4-Aug-17
1 hrs. 49 min.,$15 million,"$102,092,201 ",Annabelle: Creation ,Horror,Warner Bros. (New Line),R,11-Aug-17
2 hrs. 7 min.,N/A,"$17,273,059 ",The Glass Castle ,Drama,Lionsgate,PG-13,11-Aug-17
1 hrs. 31 min.,$40 million,"$28,370,522 ",The Nut Job 2: Nutty by Nature ,Animation,Open Road Films,PG,11-Aug-17
1 hrs. 40 min.,N/A,"$2,026,499 ",Good Time ,Crime Drama,A24,R,11-Aug-17
1 hrs. 37 min.,N/A,"$3,024,308 ",Ingrid Goes West ,Comedy,Neon,R,11-Aug-17
1 hrs. 30 min.,N/A,"$624,332 ",The Only Living Boy in New York ,Drama,Roadside Attractions,R,11-Aug-17
1 hrs. 58 min.,$30 million,"$75,468,583 ",The Hitman's Bodyguard ,Action Comedy,Lionsgate/Summit,R,18-Aug-17
1 hrs. 59 min.,$29 million,"$27,780,977 ",Logan Lucky ,Action Comedy,Bleecker Street,PG-13,18-Aug-17
1 hrs. 48 min.,N/A,"$800,148 ",Patti Cake$ ,Drama,Fox Searchlight,R,18-Aug-17
1 hrs. 48 min.,$2 million,"$5,802,208 ",All Saints ,Drama,Sony / Columbia,PG,25-Aug-17
1 hrs. 38 min.,N/A,"$473,771 ",Beach Rats ,Drama,Neon,R,25-Aug-17
1 hrs. 47 min.,N/A,"$2,455,635 ",Tulip Fever ,Drama,Weinstein Company,R,1-Sep-17
2 hrs. 15 min.,$35 million,"$327,481,748 ",It ,Horror,Warner Bros. (New Line),R,8-Sep-17
1 hrs. 37 min.,$12 million,"$27,020,284 ",Home Again ,Romantic Comedy,Open Road Films,PG-13,8-Sep-17
1 hrs. 42 min.,$14 million,"$1,638,202 ",Gun Shy ,Crime Comedy,Buena Vista,R,4-Feb-00
1 hrs. 51 min.,$33 million,"$36,249,674 ",American Assassin ,Action / Adventure,Lionsgate,R,15-Sep-17
1 hrs. 41 min.,N/A,"$2,133,158 ",Brad's Status ,Comedy,Annapurna Pictures,R,15-Sep-17
2 hrs. 21 min.,$104 million,"$100,234,838 ",Kingsman: The Golden Circle ,Action Comedy,Fox,R,22-Sep-17
1 hrs. 56 min.,N/A,"$4,211,129 ",Stronger ,Drama,Roadside Attractions,R,22-Sep-17
2 hrs. 1 min.,N/A,"$12,638,526 ",Battle of the Sexes ,Sports,Fox Searchlight,PG-13,22-Sep-17
1 hrs. 40 min.,N/A,"$42,603 ",Woodshock ,Drama / Thriller,A24,R,22-Sep-17
1 hrs. 50 min.,N/A,"$2,335,162 ",Jeepers Creepers 3 ,Horror,Screen Media,Unrated,26-Sep-17
1 hrs. 55 min.,$50 million,"$51,342,000 ",American Made ,Crime Thriller,Universal,R,29-Sep-17
