Title,Runtime,Production Budget,Domestic Total Gross,Genre,Distributor,MPAA Rating,Release Date,
The Rugrats Movie (1998),1 hrs. 21 min.,$24 million,"$100,494,675 ",Animation,Paramount,G,20-Nov-98,
The Pelican Brief (1993),2 hrs. 21 min.,N/A,"$100,768,056 ",Thriller,Warner Bros.,PG-13,17-Dec-93,
Scream 2 (1997),2 hrs. 0 min.,$24 million,"$101,363,301 ",Horror,Dimension Films,R,12-Dec-97,
The Equalizer (2014),2 hrs. 8 min.,$55 million,"$101,530,738 ",Thriller,Sony / Columbia,R,26-Sep-14,
The Mummy: Tomb of the Dragon Emperor (2008),1 hrs. 54 min.,$145 million,"$102,491,776 ",Period Adventure,Universal,PG-13,1-Aug-08,
The Girl with the Dragon Tattoo (2011) (2011),2 hrs. 40 min.,$90 million,"$102,515,793 ",Thriller,Sony / Columbia,R,21-Dec-11,
Daredevil (2003),1 hrs. 37 min.,$78 million,"$102,543,518 ",Action / Adventure,Fox,PG-13,14-Feb-03,
American Pie (1999),1 hrs. 35 min.,$11 million,"$102,561,004 ",Comedy,Universal,R,9-Jul-99,
Scream (1996),1 hrs. 50 min.,$14 million,"$103,046,663 ",Horror,Dimension Films,R,20-Dec-96,
9 to 5 (1980),1 hrs. 50 min.,N/A,"$103,290,500 ",Comedy,Fox,PG,19-Dec-80,
Dreamgirls (2006),2 hrs. 5 min.,N/A,"$103,365,956 ",Musical,Paramount (DreamWorks),PG-13,15-Dec-06,
Dick Tracy (1990),1 hrs. 45 min.,$47 million,"$103,738,726 ",Period Action,Buena Vista,PG,15-Jun-90,
Kramer Vs. Kramer (1979),1 hrs. 45 min.,N/A,"$106,260,000 ",Drama,Columbia,PG,19-Dec-79,
Chicken Run (2000),1 hrs. 24 min.,$45 million,"$106,834,564 ",Animation,DreamWorks,G,23-Jun-00,
Black Swan (2010),1 hrs. 43 min.,$13 million,"$106,954,678 ",Drama / Thriller,Fox Searchlight,R,3-Dec-10,
The Angry Birds Movie (2016),1 hrs. 37 min.,$73 million,"$107,509,366 ",Animation,Sony / Columbia,PG,20-May-16,
Epic (2013),1 hrs. 42 min.,$100 million,"$107,518,682 ",Animation,Fox,PG,24-May-13,
Baby Driver (2017),1 hrs. 52 min.,$34 million,"$107,825,862 ",Action / Crime,TriStar,R,28-Jun-17,
Superman II (1981),2 hrs. 8 min.,$54 million,"$108,185,706 ",Action / Adventure,Warner Bros.,PG,19-Jun-81,
Black Hawk Down (2001),2 hrs. 24 min.,$92 million,"$108,638,745 ",War,Sony (Revolution),R,28-Dec-01,
Creed (2015),2 hrs. 13 min.,$35 million,"$109,767,581 ",Drama,Warner Bros. (New Line),PG-13,25-Nov-15,
Tropic Thunder (2008),1 hrs. 47 min.,$92 million,"$110,515,313 ",Action Comedy,Paramount (DreamWorks),R,13-Aug-08,
The Last Samurai (2003),2 hrs. 34 min.,$140 million,"$111,127,263 ",War,Warner Bros.,R,5-Dec-03,
Twins (1988),1 hrs. 45 min.,$15 million,"$111,938,388 ",Comedy,Universal,PG,9-Dec-88,
The Hangover Part III (2013),1 hrs. 40 min.,$103 million,"$112,200,072 ",Comedy,Warner Bros.,R,23-May-13,
Spy Kids (2001),1 hrs. 28 min.,$35 million,"$112,719,001 ",Family Adventure,Miramax,PG,30-Mar-01,
DodgeBall: A True Underdog Story (2004),1 hrs. 37 min.,$20 million,"$114,326,736 ",Sports Comedy,Fox,PG-13,18-Jun-04,
Fifty Shades Darker (2017),1 hrs. 55 min.,$55 million,"$114,581,250 ",Romance,Universal,R,10-Feb-17,
American Graffiti (1973),1 hrs. 50 min.,N/A,"$115,000,000 ",Period Comedy,Universal,PG,1-Aug-73,
Remember the Titans (2000),1 hrs. 53 min.,$30 million,"$115,654,751 ",Sports Drama,Buena Vista,PG,29-Sep-00,
The Towering Inferno (1974),2 hrs. 45 min.,$14 million,"$116,000,000 ",Action Thriller,Fox,PG,14-Dec-74,
Back to the Future Part II (1989),1 hrs. 48 min.,$40 million,"$118,450,002 ",Sci-Fi Adventure,Universal,PG,22-Nov-89,
Hook (1991),2 hrs. 22 min.,$70 million,"$119,654,823 ",Fantasy,TriStar,PG,11-Dec-91,
The Mask (1994),1 hrs. 37 min.,$23 million,"$119,938,730 ",Comedy,New Line,PG-13,29-Jul-94,
I Now Pronounce You Chuck and Larry (2007),1 hrs. 50 min.,$85 million,"$120,059,556 ",Comedy,Universal,PG-13,20-Jul-07,
Van Helsing (2004),2 hrs. 10 min.,$160 million,"$120,177,084 ",Period Horror,Universal,PG-13,7-May-04,
50 First Dates (2004),1 hrs. 36 min.,$75 million,"$120,908,074 ",Romantic Comedy,Sony / Columbia,PG-13,13-Feb-04,
The Bourne Identity (2002),1 hrs. 58 min.,$60 million,"$121,661,683 ",Action Thriller,Universal,PG-13,14-Jun-02,
Wayne's World (1992),1 hrs. 35 min.,$20 million,"$121,697,323 ",Comedy,Paramount,PG-13,14-Feb-92,
"Good Morning, Vietnam  (1987)",1 hrs. 59 min.,N/A,"$123,922,370 ",Comedy / Drama,Buena Vista,R,25-Dec-87,
The Birdcage (1996),1 hrs. 57 min.,N/A,"$124,060,553 ",Comedy,MGM,R,8-Mar-96,
The Devil Wears Prada (2006),1 hrs. 46 min.,$35 million,"$124,740,460 ",Comedy,Fox,PG-13,30-Jun-06,
Life of Pi (2012),2 hrs. 6 min.,$120 million,"$124,987,023 ",Adventure,Fox,PG,21-Nov-12,
The Vow (2012),1 hrs. 44 min.,$30 million,"$125,014,030 ",Drama,Sony / Screen Gems,PG-13,10-Feb-12,
Lone Survivor (2013),2 hrs. 1 min.,$40 million,"$125,095,601 ",Action Drama,Universal,R,25-Dec-13,
Charlie's Angels (2000),1 hrs. 38 min.,$93 million,"$125,305,545 ",Action Comedy,Sony / Columbia,PG-13,3-Nov-00,
Erin Brockovich (2000),2 hrs. 10 min.,$52 million,"$125,595,205 ",Drama,Universal,R,17-Mar-00,
Mr. Deeds (2002),1 hrs. 31 min.,$50 million,"$126,293,452 ",Comedy,Sony / Columbia,PG-13,28-Jun-02,
Safe House (2012),1 hrs. 57 min.,$85 million,"$126,373,434 ",Action Thriller,Universal,R,10-Feb-12,
Dumb and Dumber (1994),1 hrs. 41 min.,$17 million,"$127,175,374 ",Comedy,New Line,PG-13,16-Dec-94,
"Crouching Tiger, Hidden Dragon (2000)",2 hrs. 0 min.,$17 million,"$128,078,872 ",Foreign / Action,Sony Classics,PG-13,8-Dec-00,
Robots (2005),1 hrs. 30 min.,$75 million,"$128,200,012 ",Animation,Fox,PG,11-Mar-05,
"Honey, I Shrunk the Kids (1989)",1 hrs. 41 min.,N/A,"$130,724,172 ",Family Adventure,Buena Vista,PG,23-Jun-89,
The Silence of the Lambs (1991),1 hrs. 58 min.,$19 million,"$130,742,922 ",Thriller,Orion Pictures,R,14-Feb-91,
Hulk (2003),2 hrs. 15 min.,$137 million,"$132,177,234 ",Action / Adventure,Universal,PG-13,20-Jun-03,
Alvin and the Chipmunks: Chipwrecked (2011),1 hrs. 27 min.,$75 million,"$133,110,742 ",Family Comedy,Fox,G,16-Dec-11,
Ride Along (2014),1 hrs. 40 min.,$25 million,"$134,938,200 ",Comedy,Universal,PG-13,17-Jan-14,
Anger Management (2003),1 hrs. 41 min.,$75 million,"$135,645,823 ",Comedy,Sony (Revolution),PG-13,11-Apr-03,
Argo (2012),2 hrs. 0 min.,$44.5 million,"$136,025,503 ",Drama / Thriller,Warner Bros.,R,12-Oct-12,
Godzilla (1998),2 hrs. 20 min.,$130 million,"$136,314,294 ",Sci-Fi Action,Sony / Columbia,PG-13,20-May-98,
The Conjuring (2013),1 hrs. 52 min.,$20 million,"$137,400,141 ",Horror,Warner Bros. (New Line),R,19-Jul-13,
Split (2017),1 hrs. 57 min.,$9 million,"$138,291,365 ",Horror Thriller,Universal,PG-13,20-Jan-17,
Cheaper by the Dozen (2003),1 hrs. 38 min.,$40 million,"$138,614,544 ",Family Comedy,Fox,PG,25-Dec-03,
Taken 2 (2012),1 hrs. 31 min.,$45 million,"$139,854,287 ",Action,Fox,PG-13,5-Oct-12,
The Blair Witch Project (1999),1 hrs. 26 min.,"$60,000 ","$140,539,099 ",Horror,Artisan,R,16-Jul-99,
Rush Hour (1998),1 hrs. 37 min.,$33 million,"$141,186,864 ",Action Comedy,New Line,PG-13,18-Sep-98,
Beauty and the Beast (1991),1 hrs. 24 min.,$25 million,"$145,863,363 ",Animation,Buena Vista,G,15-Nov-91,
True Lies (1994),2 hrs. 24 min.,$115 million,"$146,282,411 ",Action Comedy,Fox,R,15-Jul-94,
X-Men: First Class (2011),2 hrs. 11 min.,$160 million,"$146,408,305 ",Action / Adventure,Fox,PG-13,3-Jun-11,
Gran Torino (2008),1 hrs. 56 min.,$33 million,"$148,095,302 ",Action Drama,Warner Bros.,R,12-Dec-08,
Knocked Up (2007),2 hrs. 9 min.,$30 million,"$148,768,917 ",Romantic Comedy,Universal,R,1-Jun-07,
Les Miserables (2012) (2012),2 hrs. 37 min.,$61 million,"$148,809,770 ",Musical,Universal,PG-13,25-Dec-12,
Terminator 3: Rise of the Machines (2003),1 hrs. 49 min.,$200 million,"$150,371,112 ",Sci-Fi Action,Warner Bros.,R,2-Jul-03,
We're the Millers (2013),1 hrs. 50 min.,$37 million,"$150,394,119 ",Comedy,Warner Bros. (New Line),R,7-Aug-13,
La La Land (2016),2 hrs. 8 min.,$30 million,"$151,101,803 ",Musical,Lionsgate/Summit,PG-13,9-Dec-16,
Runaway Bride (1999),1 hrs. 56 min.,$70 million,"$152,257,509 ",Romantic Comedy,Paramount,PG,30-Jul-99,
Sex and the City (2008),2 hrs. 15 min.,$65 million,"$152,647,258 ",Romantic Comedy,Warner Bros. (New Line),R,30-May-08,
Cars 3 (2017),1 hrs. 42 min.,N/A,"$152,901,115 ",Animation,Buena Vista,G,16-Jun-17,
The Mummy (1999),2 hrs. 4 min.,$80 million,"$155,385,488 ",Period Adventure,Universal,PG-13,7-May-99,
X-Men: Apocalypse (2016),2 hrs. 23 min.,$178 million,"$155,442,489 ",Action / Adventure,Fox,PG-13,27-May-16,
Who Framed Roger Rabbit (1988),1 hrs. 43 min.,$70 million,"$156,452,370 ",Fantasy Comedy,Buena Vista,PG,24-Jun-88,
X-Men (2000),1 hrs. 44 min.,$75 million,"$157,299,717 ",Action / Adventure,Fox,PG-13,14-Jul-00,
The Longest Yard (2005),1 hrs. 49 min.,$82 million,"$158,119,460 ",Sports Comedy,Paramount,PG-13,27-May-05,
The Firm (1993),2 hrs. 34 min.,N/A,"$158,348,367 ",Thriller,Paramount,R,2-Jul-93,
Ice Age: Continental Drift (2012),1 hrs. 34 min.,$95 million,"$161,321,843 ",Animation,Fox,PG,13-Jul-12,
The Waterboy (1998),1 hrs. 30 min.,$23 million,"$161,491,646 ",Sports Comedy,Buena Vista,PG-13,6-Nov-98,
Django Unchained (2012),2 hrs. 45 min.,$100 million,"$162,805,434 ",Western,Weinstein Company,R,25-Dec-12,
2012 (2009),2 hrs. 38 min.,$200 million,"$166,112,167 ",Action Drama,Sony / Columbia,PG-13,13-Nov-09,
Fifty Shades of Grey (2015),2 hrs. 5 min.,$40 million,"$166,167,230 ",Romance,Universal,R,13-Feb-15,
Gone Girl (2014),2 hrs. 25 min.,$61 million,"$167,767,189 ",Thriller,Fox,R,3-Oct-14,
Three Men and a Baby (1987),1 hrs. 42 min.,$11 million,"$167,780,960 ",Comedy,Buena Vista,PG,25-Nov-87,
Bridesmaids (2011),2 hrs. 5 min.,$32.5 million,"$169,106,725 ",Comedy,Universal,R,13-May-11,
Tron Legacy (2010),2 hrs. 5 min.,$170 million,"$172,062,763 ",Sci-Fi Action,Buena Vista,PG,17-Dec-10,
The LEGO Batman Movie (2017),1 hrs. 44 min.,$80 million,"$175,750,384 ",Animation,Warner Bros.,PG,10-Feb-17,
Get Out (2017),1 hrs. 43 min.,$4.5 million,"$176,040,665 ",Horror,Universal,R,24-Feb-17,
The Bourne Supremacy (2004),1 hrs. 48 min.,$75 million,"$176,241,941 ",Action Thriller,Universal,PG-13,23-Jul-04,
Ice Age (2002),1 hrs. 21 min.,$59 million,"$176,387,405 ",Animation,Fox,PG,15-Mar-02,
The Karate Kid (2010),2 hrs. 20 min.,$40 million,"$176,591,618 ",Action Drama,Sony / Columbia,PG,11-Jun-10,
Mission: Impossible (1996),1 hrs. 50 min.,$80 million,"$180,981,856 ",Action,Paramount,PG-13,22-May-96,
The Revenant (2015),2 hrs. 31 min.,$135 million,"$183,637,894 ",Action / Adventure,Fox,R,25-Dec-15,
The Fugitive (1993),2 hrs. 10 min.,N/A,"$183,875,760 ",Action Thriller,Warner Bros.,PG-13,6-Aug-93,
Mr. & Mrs. Smith (2005),1 hrs. 55 min.,$110 million,"$186,336,279 ",Action Comedy,Fox,PG-13,10-Jun-05,
Interstellar (2014),2 hrs. 49 min.,$165 million,"$188,020,017 ",Sci-Fi Adventure,Paramount,PG-13,5-Nov-14,
Cars 2 (2011),1 hrs. 53 min.,$200 million,"$191,452,396 ",Animation,Buena Vista,G,24-Jun-11,
Ice Age: The Meltdown (2006),1 hrs. 30 min.,$80 million,"$195,330,621 ",Animation,Fox,PG,31-Mar-06,
Ice Age: Dawn of the Dinosaurs (2009),1 hrs. 27 min.,$90 million,"$196,573,705 ",Animation,Fox,PG,1-Jul-09,
Monsters Vs. Aliens (2009),1 hrs. 34 min.,$175 million,"$198,351,526 ",Animation,Paramount (DreamWorks),PG,27-Mar-09,
Pearl Harbor (2001),3 hrs. 3 min.,$140 million,"$198,542,554 ",War,Buena Vista,PG-13,25-May-01,
Superman Returns (2006),2 hrs. 34 min.,$270 million,"$200,081,192 ",Action / Adventure,Warner Bros.,PG-13,28-Jun-06,
The Amazing Spider-Man 2 (2014),2 hrs. 22 min.,N/A,"$202,853,933 ",Action / Adventure,Sony / Columbia,PG-13,2-May-14,
Thor: The Dark World (2013),2 hrs. 0 min.,$170 million,"$206,362,140 ",Action / Adventure,Buena Vista,PG-13,8-Nov-13,
Coco (2017),1 hrs. 49 min.,N/A,"$208,840,284 ",Animation,Buena Vista,PG,22-Nov-17,
How to Train Your Dragon (2010),1 hrs. 38 min.,$165 million,"$217,581,231 ",Animation,Paramount (DreamWorks),PG,26-Mar-10,
Hancock (2008),1 hrs. 32 min.,$150 million,"$227,946,274 ",Fantasy Drama,Sony / Columbia,PG-13,2-Jul-08,
The Lost World: Jurassic Park (1997),2 hrs. 9 min.,$73 million,"$229,086,679 ",Sci-Fi Horror,Universal,PG-13,23-May-97,
Fast & Furious 6 (2013),2 hrs. 10 min.,$160 million,"$238,679,850 ",Action,Universal,PG-13,24-May-13,
Moana (2016),1 hrs. 43 min.,N/A,"$248,757,044 ",Animation,Buena Vista,PG,23-Nov-16,
The Hangover Part II (2011),1 hrs. 42 min.,$80 million,"$254,464,305 ",Comedy,Warner Bros.,R,26-May-11,
I Am Legend (2007),1 hrs. 40 min.,$150 million,"$256,393,010 ",Sci-Fi Horror,Warner Bros.,PG-13,14-Dec-07,
The LEGO Movie (2014),1 hrs. 40 min.,$60 million,"$257,760,692 ",Animation,Warner Bros.,PG,7-Feb-14,
The Incredibles (2004),1 hrs. 55 min.,$92 million,"$261,441,092 ",Animation,Buena Vista,PG,5-Nov-04,
The Hangover (2009),1 hrs. 36 min.,$35 million,"$277,322,503 ",Comedy,Warner Bros.,R,5-Jun-09,
The Twilight Saga: Breaking Dawn Part 1 (2011),1 hrs. 48 min.,$110 million,"$281,287,133 ",Romance,Summit Entertainment,PG-13,18-Nov-11,
The Matrix Reloaded (2003),2 hrs. 18 min.,$150 million,"$281,576,461 ",Sci-Fi Action,Warner Bros.,R,15-May-03,
The Hunger Games: Mockingjay - Part 2 (2015),2 hrs. 17 min.,$160 million,"$281,723,902 ",Action / Adventure,Lionsgate,PG-13,20-Nov-15,
The Twilight Saga: Breaking Dawn Part 2 (2012),1 hrs. 56 min.,$120 million,"$292,324,737 ",Romance,Lionsgate/Summit,PG-13,16-Nov-12,
The Sixth Sense (1999),1 hrs. 47 min.,$40 million,"$293,506,292 ",Horror,Buena Vista,PG-13,6-Aug-99,
Skyfall (2012),2 hrs. 23 min.,$200 million,"$304,360,277 ",Action,Sony / Columbia,PG-13,9-Nov-12,
Iron Man 2 (2010),2 hrs. 5 min.,$200 million,"$312,433,331 ",Action / Adventure,Paramount,PG-13,7-May-10,
Indiana Jones and the Kingdom of the Crystal Skull (2008),2 hrs. 0 min.,$185 million,"$317,101,119 ",Period Adventure,Paramount,PG-13,22-May-08,
Iron Man (2008),2 hrs. 6 min.,$140 million,"$318,412,101 ",Action / Adventure,Paramount,PG-13,2-May-08,
Alice in Wonderland (2010) (2010),1 hrs. 49 min.,$200 million,"$334,191,110 ",Family Adventure,Buena Vista,PG,5-Mar-10,
Furious 7 (2015),2 hrs. 17 min.,$190 million,"$353,007,020 ",Action,Universal,PG-13,3-Apr-15,
Jumanji: Welcome to the Jungle (2017),1 hrs. 59 min.,$90 million,"$397,250,264 ",Action,Sony / Columbia,PG-13,20-Dec-17,
Iron Man 3 (2013),2 hrs. 9 min.,$200 million,"$409,013,994 ",Action / Adventure,Buena Vista,PG-13,3-May-13,
Wonder Woman (2017),2 hrs. 21 min.,$149 million,"$412,563,408 ",Action / Adventure,Warner Bros.,PG-13,2-Jun-17,
The Dark Knight Rises (2012),2 hrs. 45 min.,$250 million,"$448,139,099 ",Action Thriller,Warner Bros.,PG-13,20-Jul-12,
Avengers: Age of Ultron (2015),2 hrs. 21 min.,$250 million,"$459,005,868 ",Action / Adventure,Buena Vista,PG-13,1-May-15,
Marvel's The Avengers (2012),2 hrs. 22 min.,$220 million,"$623,357,910 ",Action / Adventure,Buena Vista,PG-13,4-May-12,
Jurassic World (2015),2 hrs. 4 min.,$150 million,"$652,270,625 ",Action / Adventure,Universal,PG-13,12-Jun-15,
Western,0 hrs. 52 min.,N/A,'Neath the Arizona Skies (1934),Monogram Pictures Corporation,Unrated,5-Dec-34,,
Peaceful Warrior (2006),2 hrs. 0 min.,N/A,"$1,066,748Domestic Lifetime Gross",Drama,Lionsgate,PG-13,2-Jun-06,
L'Auberge Espagnole (Canada) (2003),2 hrs. 2 min.,N/A,"$1,067,438Domestic Lifetime Gross",Foreign,Chris.,R,21-Mar-03,
Casablanca (2012 re-release) (2012),1 hrs. 42 min.,N/A,"$1,155,330Domestic Lifetime Gross",Romance,Warner Bros.,PG,21-Mar-12,
Queen Margot (1994),2 hrs. 39 min.,N/A,"$1,292,232Domestic Lifetime Gross",Foreign,Miramax,R,9-Dec-94,
Bollywood/Hollywood (2002),1 hrs. 43 min.,N/A,"$1,454,510Domestic Lifetime Gross",Romantic Comedy,Cinebella,PG-13,25-Oct-02,
The Chorus (2005),1 hrs. 35 min.,N/A,"$1,548,036Domestic Lifetime Gross",Foreign,Miramax,PG-13,14-Jan-05,
Citizen Kane (Re-issue) (1991),1 hrs. 59 min.,N/A,"$1,585,634Domestic Lifetime Gross",Drama,Paramount,PG,1-May-91,
Daughters of the Dust (1992),1 hrs. 53 min.,N/A,"$1,642,436Domestic Lifetime Gross",Drama,Kino,Unrated,3-Jan-92,
Blood Simple (re-issue) (2000),1 hrs. 35 min.,N/A,"$1,701,855Domestic Lifetime Gross",Crime Thriller,USA Films,R,7-Jul-00,
The Boat Is Full (re-issue) (2005),1 hrs. 44 min.,N/A,"$1,718Domestic Lifetime Gross",Foreign,Castle Hill,PG,11-Mar-05,
Casablanca (Re-issue) (1992),1 hrs. 42 min.,N/A,"$1,719,913Domestic Lifetime Gross",Romantic Thriller,MGM,PG,10-Apr-92,
Monty Python and the Holy Grail (re-issue) (2001),1 hrs. 31 min.,N/A,"$1,827,696Domestic Lifetime Gross",Comedy,Rainbow Releasing,PG,15-Jun-01,
Spartacus (re-issue) (1991),3 hrs. 18 min.,N/A,"$1,830,650Domestic Lifetime Gross",Historical Epic,Universal,PG-13,26-Apr-91,
The Corporation (2004),2 hrs. 25 min.,N/A,"$1,879,983Domestic Lifetime Gross",Documentary,Zeitgeist,Unrated,4-Jun-04,
Winged Migration (2003),1 hrs. 25 min.,N/A,"$10,764,402Domestic Lifetime Gross",Documentary,Sony Classics,G,18-Apr-03,
The Polar Express (IMAX re-issue 2005) (2005),1 hrs. 40 min.,N/A,"$10,900,597Domestic Lifetime Gross",IMAX,Warner Bros.,G,23-Nov-05,
The Graduate (1967),1 hrs. 46 min.,N/A,"$104,642,560Domestic Lifetime Gross",Comedy / Drama,AVCO Embassy,PG,21-Dec-67,
Until Forever (Por Siempre) (2016),1 hrs. 40 min.,N/A,"$105,358Domestic Lifetime Gross",Romance,CanZion Films,Unrated,17-Nov-16,
Goonies (2013 re-release) (2013),1 hrs. 30 min.,N/A,"$113,538Domestic Lifetime Gross",Family Adventure,Warner Bros.,PG,28-Apr-13,
Queen Margot (2014 re-release) (2014),N/A,N/A,"$12,005Domestic Lifetime Gross",Foreign,Cohen Media Group,R,9-May-14,
Far Side of the Moon (2005),1 hrs. 45 min.,N/A,"$12,534Domestic Lifetime Gross",Drama,TLA Releasing,Unrated,2-Dec-05,
BoyBand (2013) (2013),1 hrs. 38 min.,N/A,"$12,708Domestic Lifetime Gross",Comedy,Indican,Unrated,18-Oct-13,
Ran (2010 re-issue) (2010),2 hrs. 42 min.,N/A,"$124,673Domestic Lifetime Gross",Drama,Rialto,R,5-Feb-10,
The Empire Strikes Back (Re-issue) (1982),2 hrs. 4 min.,N/A,"$13,276,241Domestic Lifetime Gross",Sci-Fi Fantasy,Fox,PG,19-Nov-82,
Star Wars (Special Edition) (1997),2 hrs. 5 min.,N/A,"$138,257,865Domestic Lifetime Gross",Sci-Fi Fantasy,Fox,PG,31-Jan-97,
Texas Chainsaw Massacre: The Next Generation (1997),1 hrs. 35 min.,N/A,"$141,626Domestic Lifetime Gross",Horror,Lions Gate,R,29-Aug-97,
Gremlins (1984),1 hrs. 46 min.,N/A,"$148,168,459Domestic Lifetime Gross",Horror Comedy,Warner Bros.,PG,8-Jun-84,
Born to be Blue (2016),1 hrs. 37 min.,N/A,"$151,926Domestic Lifetime Gross",Drama,Entertainment One,Unknown,4-Mar-16,
Mad Max: Fury Road (2015),2 hrs. 0 min.,$150 million,"$153,636,354Domestic Lifetime Gross",Sci-Fi Action,Warner Bros.,R,15-May-15,
Modern Times (Re-issue) (2003),N/A,N/A,"$163,577Domestic Lifetime Gross",Comedy,Kino,G,26-Dec-03,
Herbie Goes Bananas (1980),1 hrs. 42 min.,N/A,"$17,000,000Domestic Lifetime Gross",Family Comedy,Buena Vista,G,25-Jun-80,
Dunkirk (2017),1 hrs. 46 min.,$100 million,"$188,045,546Domestic Lifetime Gross",War,Warner Bros.,PG-13,21-Jul-17,
Heat and Dust (2017 re-release) (2017),2 hrs. 10 min.,N/A,"$19,856Domestic Lifetime Gross",Drama,Cohen Media Group,R,1-Sep-17,
Toy Story (1995),1 hrs. 21 min.,N/A,"$191,796,233Domestic Lifetime Gross",Animation,Buena Vista,G,22-Nov-95,
The Exorcist (1973),2 hrs. 2 min.,N/A,"$193,000,000Domestic Lifetime Gross",Horror,Warner Bros.,R,26-Dec-73,
After Dark's Horror Fest: 8 Films to Die For (2006),1 hrs. 34 min.,N/A,"$2,575,000 (Estimate)",Horror,Freestyle Releasing,R,17-Nov-06,
The Manchurian Candidate (re-issue) (1988),2 hrs. 6 min.,N/A,"$2,757,256Domestic Lifetime Gross",Thriller,MGM,PG-13,12-Feb-88,
The Adventures of Milo and Otis (1989),1 hrs. 16 min.,N/A,"$2,948,215Domestic Lifetime Gross",Unknown,Columbia,G,25-Aug-89,
Coming Up Roses (2014 re-release) (2014),1 hrs. 33 min.,N/A,"$20,567Domestic Lifetime Gross",Drama,Indican,R,14-Feb-14,
Oliver & Company (Re-issue) (1996),1 hrs. 14 min.,N/A,"$20,872,291Domestic Lifetime Gross",Animation,Buena Vista,G,29-Mar-96,
The Sacrifice (2014),N/A,N/A,"$20,945Domestic Lifetime Gross",Drama,Kino Lorber,Unrated,12-Nov-14,
Terminator 2: Judgment Day (1991),2 hrs. 17 min.,$102 million,"$204,843,345Domestic Lifetime Gross",Sci-Fi Action,TriStar,R,3-Jul-91,
Casablanca (2013 re-release) (2013),N/A,N/A,"$208,608Domestic Lifetime Gross",Romance,Warner Bros.,PG,3-Apr-13,
Ghostbusters (1984),1 hrs. 47 min.,$30 million,"$229,242,989Domestic Lifetime Gross",Horror Comedy,Columbia,PG,8-Jun-84,
The Fox and the Hound (re-issue) (1988),1 hrs. 23 min.,N/A,"$23,556,988Domestic Lifetime Gross",Animation,Buena Vista,G,25-Mar-88,
Howards End (1992),2 hrs. 20 min.,N/A,"$25,966,555Domestic Lifetime Gross",Period Drama,Sony Classics,PG,13-Mar-92,
Lady and the Tramp (Re-issue) (1980) (1980),1 hrs. 16 min.,N/A,"$26,114,207Domestic Lifetime Gross",Animation,Buena Vista,G,7-Mar-80,
Grease (Re-issue) (1998),1 hrs. 50 min.,N/A,"$28,411,018Domestic Lifetime Gross",Musical,Paramount,PG,27-Mar-98,
Metropolis (re-issue) (2007),2 hrs. 3 min.,N/A,"$28,779Domestic Lifetime Gross",Sci-Fi,Kino,Unrated,20-Jul-07,
Long Shot: The Kevin Laue Story (2013) (2013),N/A,N/A,"$29,863Domestic Lifetime Gross",Documentary,Cinipix,Unrated,25-Oct-13,
Power and Terror: Noam Chomsky in Our Times (2002),1 hrs. 14 min.,N/A,"$290,767Domestic Lifetime Gross",Documentary,First Run,Unrated,22-Nov-02,
Santa Vs. the Snowman - Season 2 (IMAX) (2003),N/A,N/A,"$3,045,032Domestic Lifetime Gross",IMAX,IMAX,Unrated,31-Oct-03,
Raiders of the Lost Ark (IMAX) (2012),1 hrs. 55 min.,N/A,"$3,125,613Domestic Lifetime Gross",Period Adventure,Paramount,PG,7-Sep-12,
Mambo Italiano (2003),1 hrs. 28 min.,N/A,"$3,205,730Domestic Lifetime Gross",Comedy,IDP,R,19-Sep-03,
The Big Blue (1988),1 hrs. 59 min.,N/A,"$3,500,000Domestic Lifetime Gross",Unknown,Columbia,PG,19-Aug-88,
The Loving Story (2016 re-release) (2016),1 hrs. 17 min.,N/A,"$3,518Domestic Lifetime Gross",Documentary,Icarus Films,Unrated,1-Nov-16,
Ghostbusters (30th Anniversary re-release) (2014),N/A,N/A,"$3,580,343Domestic Lifetime Gross",Horror Comedy,Sony / Columbia,PG,29-Aug-14,
Bully (PG-13) (2012),1 hrs. 38 min.,N/A,"$3,863,446Domestic Lifetime Gross",Documentary,Weinstein Company,PG-13,13-Apr-12,
Lady and the Tramp (re-issue) (1986) (1986),1 hrs. 16 min.,N/A,"$31,129,082Domestic Lifetime Gross",Animation,Buena Vista,G,19-Dec-86,
Finding Nemo (2003),1 hrs. 44 min.,$94 million,"$339,714,978Domestic Lifetime Gross",Animation,Buena Vista,G,30-May-03,
Friday the 13th Part III (1982),1 hrs. 28 min.,N/A,"$34,581,519Domestic Lifetime Gross",Horror,Paramount,R,13-Aug-82,
Until Forever (2016),1 hrs. 41 min.,N/A,"$35,839Domestic Lifetime Gross",Drama,Linn Productions,Unrated,12-Feb-16,
Kahlil Gibran's The Prophet (2015),1 hrs. 23 min.,N/A,"$355,343Domestic Lifetime Gross",Animation,GKIDS,PG,7-Aug-15,
Grease (Sing-a-Long re-issue) (2010),1 hrs. 50 min.,N/A,"$365,802Domestic Lifetime Gross",Musical,Paramount,PG-13,8-Jul-10,
Herbie Rides Again (1974),1 hrs. 28 min.,N/A,"$38,229,000Domestic Lifetime Gross",Family,Disney,G,6-Jun-74,
